trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.2, 'e': 0.024760055390093627}",35,16,31.0322914212285,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.02451245483619269}",25,17,14.048745259877805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.024267330287830763}",20,0,28.312380256816954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.2, 'e': 0.024024656984952455}",20,11,16.365412949505412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.02378441041510293}",20,12,13.043781107287959,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.0235465663109519}",20,0,28.912027270796333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.2, 'e': 0.02331110064784238}",30,5,32.30340936434524,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.02307798964136396}",25,13,8.925095340203754,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.022847209744950317}",25,5,32.77266293199664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.022618737647500813}",25,0,30.959496512351876,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
379,False,"{'a': 0.2, 'e': 0.022392550271025807}",30,0,39.02922789824888,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.2, 'e': 0.022168624768315548}",25,2,36.99148863337075,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.021946938520632394}",30,12,29.134400149794338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.02172746913542607}",30,4,41.01703776069032,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.021510194444071807}",20,14,12.535742924140965,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.021295092499631088}",25,10,23.701708850133933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.02108214157463478}",20,9,23.079612069796383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.02087132015888843}",20,11,18.7996118291837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.020662606957299545}",30,20,19.116270021870562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.02045598088772655}",25,17,19.567369905374093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.020251421078849283}",25,20,8.47021257793559,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.02004890686806079}",20,0,31.887427577565703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'a': 0.2, 'e': 0.019848417799380184}",25,15,15.65682257453127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.01964993362138638}",25,15,17.10300662040613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.019453434285172516}",20,0,10.168549467111482,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
394,False,"{'a': 0.2, 'e': 0.01925889994232079}",20,8,21.343936129018665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.019066310942897582}",25,6,8.577890588388613,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.01887564783346861}",25,15,10.957733867752307,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.018686891355133923}",30,10,21.946806251960545,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.01850002244158258}",25,15,21.18284599652506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.018315022217166757}",25,7,29.458187275206612,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.018131871994995087}",20,13,13.97262807260656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.017950553275045137}",35,17,14.339115484924333,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.017771047742294686}",25,8,28.932180922121756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.01759333726487174}",25,14,12.574807071722013,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.017417403892223023}",25,16,16.218588666291385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.01724322985330079}",25,12,22.854358192413596,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.017070797554767782}",20,12,15.18643757262528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.016900089579220106}",25,17,15.551429505274786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.016731088683427903}",20,8,20.16517897689495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.016563777796593626}",20,4,21.392832053102563,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.2, 'e': 0.016398140018627688}",20,2,31.757769459465052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.01623415861844141}",30,6,38.263722458274565,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.016071817032256998}",25,0,33.25744828241102,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.2, 'e': 0.015911098861934425}",20,10,14.22653786975446,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.015751987873315082}",25,15,16.69570453860429,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.015594467994581931}",25,0,36.355873546493896,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.2, 'e': 0.015438523314636111}",30,13,14.376344680582847,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.01528413808148975}",25,10,18.775105894360482,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.015131296700674854}",25,13,21.58102121865244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.014979983733668104}",25,18,13.784720914741493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.014830183896331423}",20,14,11.948392793719238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.014681882057368109}",25,14,17.96824818518506,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.014535063236794427}",30,14,27.429653080294546,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.014389712604426484}",20,4,25.10375119003232,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.014245815478382218}",20,14,8.98569363229148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.014103357323598397}",30,19,19.733344647228186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.013962323750362412}",20,0,23.34164379649632,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
427,False,"{'a': 0.2, 'e': 0.013822700512858787}",20,8,21.030241800418295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.013684473507730199}",35,20,26.352423375638896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.013547628772652897}",20,12,13.999638797021824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.013412152484926368}",30,19,15.24871551326262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.013278030960077104}",20,0,36.36478176920458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
432,False,"{'a': 0.2, 'e': 0.013145250650476333}",20,12,17.694785075825237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.01301379814397157}",25,14,20.16702925960145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.012883660162531854}",25,6,25.5923166110352,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.012754823560906535}",20,8,20.01016294992113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.01262727532529747}",20,8,22.87988365596898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.012501002572044496}",25,7,26.324023439250553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.01237599254632405}",30,16,26.22717611412686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.012252232620860809}",25,17,14.96205485993506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.012129710294652202}",20,12,15.38743351633105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.01200841319170568}",25,9,18.58027520995366,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.011888329059788622}",30,9,32.28977072722574,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.011769445769190735}",20,10,21.593164532910027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.011651751311498829}",25,7,34.74041895856445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.01153523379838384}",20,7,21.607037682155312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.011419881460400001}",20,12,12.678091053311853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.011305682645796001}",20,10,16.36163936410714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.011192625819338041}",20,6,24.196242311491794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.011080699561144661}",25,8,28.681820211632125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.010969892565533214}",20,4,23.669038853965507,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.010860193639877882}",25,14,19.76328624594301,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.010751591703479103}",20,6,21.069822790131553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.010644075786444312}",25,9,30.96144178020641,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.2, 'e': 0.01053763502857987}",20,0,25.595967723990462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.2, 'e': 0.01043225867829407}",20,8,20.976016612330675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.01032793609151113}",25,18,12.59068099031192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.010224656730596018}",25,10,28.53269281441948,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.010122410163290057}",20,6,20.780104083136777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.010021186061657156}",20,12,16.99811370654825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.009920974201040586}",25,15,18.1725425898692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,0,22.44293825047079,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,14,14.299329377516838,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,15,28.59705350724388,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,15,7.339305947863842,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,32.93043961435722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,14,23.760234672259045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,13,23.003040893824448,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,8,25.669319991618774,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,13.142404468127364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,20,20.674223955983734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,12,32.27537720558539,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,16,16.879814469127673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,6,23.183499698729957,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,16,22.286526447984766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,11,16.888582285929,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,14,11.140204746946836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,10,16.803318419485006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,4,42.119414580785275,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,23,15.100961801828191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,12,8.852546734426182,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
